SimUID,CROP,YR,ROT,FER,IRR,WTH,TIL,YLD_DM,FTN
52338,WWHT,2036,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.556,180.4
52338,SGBT,2037,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.256,150.2
52338,SBAR,2038,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.021,123.5
52338,POTA,2039,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.444,100.1
52338,WWHT,2040,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.469,180.4
52338,SGBT,2041,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,12.157,150.2
52338,SBAR,2042,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.522,123.5
52338,POTA,2043,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.129,100.1
52338,SBAR,2086,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.617,123.5
52338,POTA,2087,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.904,100.1
52338,WWHT,2088,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.037,180.4
52338,SGBT,2089,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,12.46,150.2
52338,SBAR,2090,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.758,123.5
52338,POTA,2091,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.614,100.1
52338,WWHT,2092,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.942,180.4
52338,SGBT,2093,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.892,150.2
52338,SBAR,2094,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.083,123.5
52338,POTA,2095,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.186,100.1
52338,WWHT,2096,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.955,180.4
52338,SGBT,2097,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.239,150.2
52338,SBAR,2098,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.081,123.5
52338,POTA,2099,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.945,100.1
52338,WWHT,2100,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.938,180.4
52338,POTA,2071,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.166,100.1
52338,WWHT,2072,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.054,180.4
52338,SGBT,2073,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.049,150.2
52338,SBAR,2074,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.914,123.5
52338,POTA,2075,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.317,100.1
52338,WWHT,2076,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.589,180.4
52338,WWHT,2064,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.856,180.4
52338,SGBT,2065,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,11.052,150.2
52338,SBAR,2066,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.802,123.5
52338,POTA,2067,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.072,100.1
52338,WWHT,2068,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.112,180.4
52338,SGBT,2069,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,11.303,150.2
52338,SBAR,2070,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.927,123.5
52338,WWHT,2084,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.973,180.4
52338,SGBT,2085,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,12.395,150.2
52338,SGBT,2077,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,11.048,150.2
52338,SBAR,2078,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.852,123.5
52338,POTA,2079,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.029,100.1
52338,WWHT,2080,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.242,180.4
52338,SGBT,2081,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.866,150.2
52338,SBAR,2082,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.351,123.5
52338,POTA,2083,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.103,100.1
52339,WWHT,2020,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.715,180.4
52339,SGBT,2017,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.684,150.2
52339,SBAR,2018,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.12,123.5
52339,POTA,2019,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.708,100.1
52339,POTA,2015,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.089,100.1
52339,WWHT,2016,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.619,180.4
52339,POTA,2043,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.296,100.1
52339,WWHT,2044,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.948,180.4
52339,SGBT,2045,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.45,150.2
52339,SBAR,2046,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.568,123.5
52339,POTA,2047,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.088,100.1
52339,WWHT,2048,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.633,180.4
52339,SGBT,2049,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.905,150.2
52339,SBAR,2050,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.979,123.5
52339,POTA,2051,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.473,100.1
52339,WWHT,2052,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.697,180.4
52339,SGBT,2053,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.373,150.2
52339,SBAR,2054,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.903,123.5
52339,POTA,2055,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.46,100.1
52339,WWHT,2056,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.052,180.4
52339,SGBT,2057,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.238,150.2
52339,SBAR,2058,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.143,123.5
52339,POTA,2059,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,0.063,100.1
52339,WWHT,2060,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.916,180.4
52339,SGBT,2021,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.731,150.2
52339,SBAR,2022,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.084,123.5
52339,POTA,2023,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.106,100.1
52339,WWHT,2024,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.233,180.4
52339,SGBT,2025,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,11.228,150.2
52339,SBAR,2026,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,3.708,123.5
52339,POTA,2027,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.624,100.1
52339,WWHT,2028,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.143,180.4
52339,SGBT,2029,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.343,150.2
52339,SBAR,2030,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,1.136,123.5
52339,POTA,2031,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.169,100.1
52339,WWHT,2032,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.542,180.4
52339,SGBT,2033,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.159,150.2
52339,SBAR,2034,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.659,123.5
52339,POTA,2035,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.196,100.1
52339,WWHT,2036,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.82,180.4
52339,SGBT,2037,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.536,150.2
52339,SBAR,2038,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.467,123.5
52339,POTA,2039,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.684,100.1
52339,WWHT,2040,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.686,180.4
52339,SGBT,2041,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,12.452,150.2
52339,SBAR,2042,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.177,123.5
52339,POTA,2083,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.658,100.1
52339,WWHT,2084,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.14,180.4
52339,SGBT,2085,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,12.068,150.2
52339,SBAR,2086,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.661,123.5
52339,POTA,2087,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,4.179,100.1
52339,WWHT,2088,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.817,180.4
52339,SGBT,2089,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,11.006,150.2
52339,SBAR,2090,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.688,123.5
52339,POTA,2091,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.672,100.1
52339,WWHT,2092,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.21,180.4
52339,SGBT,2093,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.419,150.2
52339,SBAR,2094,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.22,123.5
52339,POTA,2095,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.246,100.1
52339,WWHT,2096,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.734,180.4
52339,SGBT,2097,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.432,150.2
52339,SBAR,2098,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.345,123.5
52339,POTA,2099,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.843,100.1
52339,WWHT,2100,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.76,180.4
52339,SGBT,2061,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.324,150.2
52339,SBAR,2062,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.971,123.5
52339,POTA,2063,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.904,100.1
52339,WWHT,2064,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.44,180.4
52339,SGBT,2065,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.675,150.2
52339,SBAR,2066,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.853,123.5
52339,POTA,2067,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.411,100.1
52339,WWHT,2068,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.911,180.4
52339,SGBT,2069,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,10.322,150.2
52339,SBAR,2070,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.254,123.5
52339,POTA,2071,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.23,100.1
52339,WWHT,2072,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.358,180.4
52339,SGBT,2073,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.939,150.2
52339,SBAR,2074,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.651,123.5
52339,POTA,2075,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.68,100.1
52339,WWHT,2076,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,8.01,180.4
52339,SGBT,2077,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,9.721,150.2
52339,SBAR,2078,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,5.802,123.5
52339,POTA,2079,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.43,100.1
52339,WWHT,2080,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.185,180.4
52339,SGBT,2081,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,7.717,150.2
52339,SBAR,2082,CRS6,BAU,rf,cmip6_ipsl_ssp126,contill_bau,6.23,123.5
52338,SBAR,2018,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.951,123.5
52338,POTA,2019,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.425,100.1
52338,WWHT,2020,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.485,180.4
52338,SGBT,2021,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.675,150.2
52338,SBAR,2022,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.373,123.5
52338,POTA,2023,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.304,100.1
52338,POTA,2015,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.831,100.1
52338,WWHT,2016,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.551,180.4
52338,SGBT,2017,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.897,150.2
52338,WWHT,2044,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.517,180.4
52338,SGBT,2045,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,11.148,150.2
52338,SBAR,2046,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.239,123.5
52338,POTA,2047,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,4.174,100.1
52338,WWHT,2048,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.784,180.4
52338,SGBT,2049,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.251,150.2
52338,SBAR,2050,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.755,123.5
52338,POTA,2051,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.632,100.1
52338,WWHT,2052,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.182,180.4
52338,SGBT,2053,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.737,150.2
52338,SBAR,2054,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.676,123.5
52338,POTA,2055,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.922,100.1
52338,WWHT,2056,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.668,180.4
52338,SGBT,2057,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,12.493,150.2
52338,SBAR,2058,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.641,123.5
52338,POTA,2059,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.014,100.1
52338,WWHT,2060,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.234,180.4
52338,SGBT,2061,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,1.787,150.2
52338,SBAR,2062,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.781,123.5
52338,POTA,2063,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,2.065,100.1
52338,WWHT,2024,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.836,180.4
52338,SGBT,2025,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.817,150.2
52338,SBAR,2026,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.494,123.5
52338,POTA,2027,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.225,100.1
52338,WWHT,2028,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.17,180.4
52338,SGBT,2029,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.959,150.2
52338,SBAR,2030,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,4.592,123.5
52338,POTA,2031,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.603,100.1
52338,WWHT,2032,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.775,180.4
52338,SGBT,2033,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.789,150.2
52338,SBAR,2034,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.746,123.5
52338,POTA,2035,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.936,100.1
52338,WWHT,2036,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.336,180.4
52338,SGBT,2037,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.558,150.2
52338,SBAR,2038,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.819,123.5
52338,POTA,2039,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.679,100.1
52338,WWHT,2040,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.512,180.4
52338,SGBT,2041,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.918,150.2
52338,SBAR,2042,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.747,123.5
52338,POTA,2043,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.942,100.1
52338,SBAR,2086,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.275,123.5
52338,POTA,2087,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.657,100.1
52338,WWHT,2088,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.673,180.4
52338,SGBT,2089,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.216,150.2
52338,SBAR,2090,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.279,123.5
52338,POTA,2091,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.912,100.1
52338,WWHT,2092,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.542,180.4
52338,SGBT,2093,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.9,150.2
52338,SBAR,2094,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.833,123.5
52338,POTA,2095,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,11.77,100.1
52338,WWHT,2096,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.388,180.4
52338,SGBT,2097,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.459,150.2
52338,SBAR,2098,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.384,123.5
52338,POTA,2099,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.155,100.1
52338,WWHT,2100,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.664,180.4
52338,POTA,2071,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.793,100.1
52338,WWHT,2072,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.196,180.4
52338,SGBT,2073,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.966,150.2
52338,SBAR,2074,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.111,123.5
52338,POTA,2075,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.949,100.1
52338,WWHT,2076,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.348,180.4
52338,WWHT,2064,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.423,180.4
52338,SGBT,2065,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.787,150.2
52338,SBAR,2066,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.024,123.5
52338,POTA,2067,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.616,100.1
52338,WWHT,2068,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.874,180.4
52338,SGBT,2069,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.531,150.2
52338,SBAR,2070,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.208,123.5
52338,WWHT,2084,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.876,180.4
52338,SGBT,2085,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.767,150.2
52338,SGBT,2077,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8,150.2
52338,SBAR,2078,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.389,123.5
52338,POTA,2079,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.728,100.1
52338,WWHT,2080,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.691,180.4
52338,SGBT,2081,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,11.183,150.2
52338,SBAR,2082,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.623,123.5
52338,POTA,2083,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,1.144,100.1
52339,WWHT,2020,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.761,180.4
52339,SGBT,2017,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.916,150.2
52339,SBAR,2018,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.22,123.5
52339,POTA,2019,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.373,100.1
52339,POTA,2015,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.911,100.1
52339,WWHT,2016,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.83,180.4
52339,POTA,2043,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.394,100.1
52339,WWHT,2044,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.48,180.4
52339,SGBT,2045,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,10.467,150.2
52339,SBAR,2046,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.167,123.5
52339,POTA,2047,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,4.299,100.1
52339,WWHT,2048,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.366,180.4
52339,SGBT,2049,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.167,150.2
52339,SBAR,2050,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.357,123.5
52339,POTA,2051,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.724,100.1
52339,WWHT,2052,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.725,180.4
52339,SGBT,2053,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.296,150.2
52339,SBAR,2054,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.832,123.5
52339,POTA,2055,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.301,100.1
52339,WWHT,2056,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.869,180.4
52339,SGBT,2057,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.075,150.2
52339,SBAR,2058,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.184,123.5
52339,POTA,2059,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.57,100.1
52339,WWHT,2060,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.283,180.4
52339,SGBT,2021,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.269,150.2
52339,SBAR,2022,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.194,123.5
52339,POTA,2023,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.082,100.1
52339,WWHT,2024,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.885,180.4
52339,SGBT,2025,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.67,150.2
52339,SBAR,2026,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.278,123.5
52339,POTA,2027,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.303,100.1
52339,WWHT,2028,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.729,180.4
52339,SGBT,2029,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.744,150.2
52339,SBAR,2030,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,4.663,123.5
52339,POTA,2031,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.779,100.1
52339,WWHT,2032,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.122,180.4
52339,SGBT,2033,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.9,150.2
52339,SBAR,2034,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.007,123.5
52339,POTA,2035,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.976,100.1
52339,WWHT,2036,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.069,180.4
52339,SGBT,2037,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.634,150.2
52339,SBAR,2038,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.313,123.5
52339,POTA,2039,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,5.995,100.1
52339,WWHT,2040,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.014,180.4
52339,SGBT,2041,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.946,150.2
52339,SBAR,2042,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.055,123.5
52339,POTA,2083,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,0.922,100.1
52339,WWHT,2084,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,9.322,180.4
52339,SGBT,2085,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,8.201,150.2
52339,SBAR,2086,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.308,123.5
52339,POTA,2087,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,6.841,100.1
52339,WWHT,2088,CRS6,BAU,rf,cmip6_ipsl_ssp585,contill_bau,7.925,180.4
