SimUID,CROP,YR,ROT,FER,IRR,WTH,TIL,YLD_DM,FTN,YLD
52339,WWHT,1996,CRS7,BAU,rf,hist,contill_bau,6.079,180,6.907954545454545
52339,WWHT,2010,CRS6,BAU,rf,hist,mintill_cons,5.436,180,6.177272727272727
52339,WWHT,1991,CRS1,BAU,rf,hist,mintill_cons,4.83,180,5.488636363636363
52339,WWHT,2010,CRS6,BAU,rf,hist,contill_bau,7.282,180,8.275
52339,WWHT,2014,CRS6,BAU,rf,hist,mintill_cons,5.925,180,6.732954545454545
52339,WWHT,1995,CRS1,BAU,rf,hist,mintill_cons,5.038,180,5.7250000000000005
52339,WWHT,2014,CRS6,BAU,rf,hist,contill_bau,7.56,180,8.59090909090909
52339,WWHT,2018,CRS6,BAU,rf,hist,mintill_cons,5.935,180,6.744318181818182
52339,WWHT,2008,CRS7,BAU,rf,hist,contill_bau,7.15,180,8.125
52339,WWHT,2018,CRS6,BAU,rf,hist,contill_bau,7.557,180,8.5875
52339,WWHT,2012,CRS4,BAU,rf,hist,contill_bau,8.175,180,9.289772727272728
52339,WWHT,2019,CRS4,BAU,rf,hist,mintill_cons,6.678,180,7.588636363636364
52339,WWHT,1994,CRS6,BAU,rf,hist,contill_bau,7.818,180,8.884090909090908
52339,WWHT,2004,CRS7,BAU,rf,hist,mintill_cons,5.308,180,6.031818181818181
52339,WWHT,1992,CRS4,BAU,rf,hist,mintill_cons,5.799,180,6.589772727272727
52339,WWHT,1996,CRS7,BAU,rf,hist,mintill_cons,4.185,180,4.7556818181818175
52339,WWHT,2006,CRS6,BAU,rf,hist,mintill_cons,5.749,180,6.532954545454545
52339,WWHT,1990,CRS6,BAU,rf,hist,contill_bau,7.448,180,8.463636363636365
52339,WWHT,2000,CRS7,BAU,rf,hist,mintill_cons,5.533,180,6.2875000000000005
52339,WWHT,2011,CRS4,BAU,rf,hist,mintill_cons,5.898,180,6.702272727272727
52339,WWHT,2016,CRS7,BAU,rf,hist,contill_bau,7.469,180,8.4875
52339,WWHT,1992,CRS7,BAU,rf,hist,mintill_cons,5.229,180,5.942045454545455
52339,WWHT,2008,CRS7,BAU,rf,hist,mintill_cons,5.377,180,6.110227272727273
52339,WWHT,1998,CRS6,BAU,rf,hist,mintill_cons,5.594,180,6.356818181818182
52339,WWHT,2006,CRS6,BAU,rf,hist,contill_bau,7.437,180,8.451136363636364
52339,WWHT,2019,CRS2,BAU,rf,hist,mintill_cons,6.318,180,7.179545454545454
52339,WWHT,1988,CRS7,BAU,rf,hist,contill_bau,6.996,180,7.95
52339,WWHT,1986,CRS6,BAU,rf,hist,contill_bau,6.31,180,7.170454545454545
52339,WWHT,1991,MONO,N10,rf,hist,contill_r00,1.692,10,1.9227272727272726
52339,WWHT,1990,MONO,N10,rf,hist,contill_r00,1.633,10,1.8556818181818182
52339,WWHT,1993,MONO,N10,rf,hist,contill_r00,1.735,10,1.9715909090909092
52339,WWHT,1992,MONO,N10,rf,hist,contill_r00,1.856,10,2.1090909090909093
52339,WWHT,1995,MONO,N10,rf,hist,contill_r00,1.487,10,1.6897727272727274
52339,WWHT,1996,MONO,N10,rf,hist,contill_r00,1.459,10,1.6579545454545455
52339,WWHT,1997,MONO,N10,rf,hist,contill_r00,1.817,10,2.064772727272727
