SimUID,CROP,YR,ROT,FER,IRR,WTH,TIL,YLD_DM,FTN,YLD
52338,WWHT,2007,CRS3,BAU,rf,hist,contill_bau,8.052,180,9.15
52338,WWHT,1988,CRS7,BAU,rf,hist,mintill_cons,5.833,180,6.628409090909091
52338,WWHT,1988,CRS4,BAU,rf,hist,mintill_cons,6.186,180,7.029545454545454
52338,WWHT,2015,CRS2,BAU,rf,hist,contill_bau,6.973,180,7.923863636363636
52338,WWHT,1991,CRS4,BAU,rf,hist,mintill_cons,5.181,180,5.8875
52338,WWHT,1992,CRS4,BAU,rf,hist,mintill_cons,5.606,180,6.370454545454545
52338,WWHT,1987,CRS1,BAU,rf,hist,mintill_cons,4.614,180,5.243181818181818
52338,WWHT,1995,CRS4,BAU,rf,hist,mintill_cons,5.374,180,6.1068181818181815
52338,WWHT,1996,CRS4,BAU,rf,hist,mintill_cons,4.303,180,4.889772727272727
52338,WWHT,1991,CRS1,BAU,rf,hist,mintill_cons,4.818,180,5.475
52338,WWHT,1999,CRS4,BAU,rf,hist,mintill_cons,5.939,180,6.7488636363636365
52338,WWHT,2000,CRS4,BAU,rf,hist,mintill_cons,6.435,180,7.312499999999999
52338,WWHT,1995,CRS1,BAU,rf,hist,mintill_cons,4.894,180,5.5613636363636365
52338,WWHT,2003,CRS4,BAU,rf,hist,mintill_cons,6.19,180,7.034090909090909
52338,WWHT,2004,CRS4,BAU,rf,hist,mintill_cons,5.93,180,6.738636363636363
52338,WWHT,1999,CRS1,BAU,rf,hist,mintill_cons,5.537,180,6.2920454545454545
52338,WWHT,2007,CRS4,BAU,rf,hist,mintill_cons,7.034,180,7.993181818181818
52338,WWHT,2008,CRS4,BAU,rf,hist,mintill_cons,6.114,180,6.947727272727272
52338,WWHT,2003,CRS1,BAU,rf,hist,mintill_cons,5.875,180,6.676136363636363
52338,WWHT,2004,CRS1,BAU,rf,hist,mintill_cons,5.493,180,6.242045454545455
52338,WWHT,2011,CRS4,BAU,rf,hist,mintill_cons,5.866,180,6.66590909090909
52338,WWHT,2012,CRS4,BAU,rf,hist,mintill_cons,5.962,180,6.7749999999999995
52338,WWHT,2007,CRS1,BAU,rf,hist,mintill_cons,6.716,180,7.631818181818182
52338,WWHT,2008,CRS1,BAU,rf,hist,mintill_cons,5.68,180,6.454545454545454
52338,WWHT,2015,CRS4,BAU,rf,hist,mintill_cons,5.773,180,6.560227272727272
52338,WWHT,2016,CRS4,BAU,rf,hist,mintill_cons,5.86,180,6.659090909090909
52338,WWHT,2011,CRS1,BAU,rf,hist,mintill_cons,5.495,180,6.244318181818182
52338,WWHT,2012,CRS1,BAU,rf,hist,mintill_cons,5.282,180,6.002272727272727
52338,WWHT,2007,CRS2,BAU,rf,hist,contill_bau,7.831,180,8.898863636363636
52338,WWHT,2016,CRS1,BAU,rf,hist,mintill_cons,5.217,180,5.92840909090909
52338,WWHT,2015,CRS3,BAU,rf,hist,mintill_cons,6.063,180,6.889772727272727
52338,WWHT,2019,CRS3,BAU,rf,hist,mintill_cons,7.196,180,8.177272727272728
52338,WWHT,1987,CRS1,BAU,rf,hist,contill_bau,5.141,180,5.842045454545454
52338,WWHT,1987,CRS3,BAU,rf,hist,mintill_cons,4.402,180,5.002272727272727
52338,WWHT,1991,CRS1,BAU,rf,hist,contill_bau,6.185,180,7.028409090909091
52338,WWHT,1991,CRS3,BAU,rf,hist,mintill_cons,5.578,180,6.338636363636364
52338,WWHT,1995,CRS1,BAU,rf,hist,contill_bau,6.425,180,7.301136363636363
52338,WWHT,1995,CRS3,BAU,rf,hist,mintill_cons,6.119,180,6.953409090909091
52338,WWHT,1999,CRS1,BAU,rf,hist,contill_bau,6.921,180,7.864772727272728
52338,WWHT,1999,CRS3,BAU,rf,hist,mintill_cons,5.609,180,6.3738636363636365
52338,WWHT,2003,CRS1,BAU,rf,hist,contill_bau,7.063,180,8.026136363636363
52338,WWHT,2003,CRS3,BAU,rf,hist,mintill_cons,5.808,180,6.6
52338,WWHT,2007,CRS1,BAU,rf,hist,contill_bau,7.926,180,9.006818181818183
52338,WWHT,2007,CRS3,BAU,rf,hist,mintill_cons,6.657,180,7.564772727272727
52338,WWHT,2011,CRS1,BAU,rf,hist,contill_bau,6.244,180,7.095454545454545
52338,WWHT,2020,CRS4,BAU,rf,hist,contill_bau,7.882,180,8.956818181818182
52338,WWHT,2007,CRS2,BAU,rf,hist,mintill_cons,6.49,180,7.375
52338,WWHT,2015,CRS1,BAU,rf,hist,contill_bau,6.989,180,7.942045454545454
52338,WWHT,2016,CRS1,BAU,rf,hist,contill_bau,7.235,180,8.22159090909091
52338,WWHT,2019,CRS1,BAU,rf,hist,contill_bau,7.756,180,8.813636363636364
52338,WWHT,1995,CRS7,BAU,rf,hist,mintill_cons,4.914,180,5.584090909090909
52338,WWHT,1988,CRS1,BAU,rf,hist,mintill_cons,5.813,180,6.605681818181818
52338,WWHT,1999,CRS7,BAU,rf,hist,mintill_cons,5.516,180,6.2681818181818185
52338,WWHT,1992,CRS1,BAU,rf,hist,mintill_cons,4.996,180,5.677272727272728
52338,WWHT,2003,CRS7,BAU,rf,hist,mintill_cons,5.885,180,6.6875
52338,WWHT,1996,CRS1,BAU,rf,hist,mintill_cons,3.784,180,4.3
52338,WWHT,2007,CRS7,BAU,rf,hist,mintill_cons,6.729,180,7.646590909090909
52338,WWHT,2000,CRS1,BAU,rf,hist,mintill_cons,5.784,180,6.572727272727272
52338,WWHT,2011,CRS7,BAU,rf,hist,mintill_cons,5.492,180,6.240909090909091
52338,WWHT,2015,CRS7,BAU,rf,hist,mintill_cons,5.515,180,6.267045454545454
52338,WWHT,2019,CRS7,BAU,rf,hist,mintill_cons,6.458,180,7.338636363636364
52338,WWHT,2020,CRS7,BAU,rf,hist,contill_bau,7.662,180,8.706818181818182
52338,WWHT,2015,CRS1,BAU,rf,hist,mintill_cons,5.466,180,6.211363636363637
52338,WWHT,1987,CRS7,BAU,rf,hist,mintill_cons,4.683,180,5.321590909090909
52338,WWHT,1991,CRS7,BAU,rf,hist,mintill_cons,4.844,180,5.504545454545455
52338,WWHT,1992,CRS7,BAU,rf,hist,contill_bau,7.06,180,8.022727272727272
52338,WWHT,1996,CRS7,BAU,rf,hist,mintill_cons,3.813,180,4.3329545454545455
52338,WWHT,1996,CRS7,BAU,rf,hist,contill_bau,5.51,180,6.261363636363636
52338,WWHT,2000,CRS7,BAU,rf,hist,mintill_cons,5.779,180,6.567045454545455
52338,WWHT,2000,CRS7,BAU,rf,hist,contill_bau,7.842,180,8.911363636363635
52338,WWHT,2004,CRS7,BAU,rf,hist,mintill_cons,5.502,180,6.252272727272727
52338,WWHT,2004,CRS7,BAU,rf,hist,contill_bau,6.912,180,7.8545454545454545
52338,WWHT,2008,CRS7,BAU,rf,hist,mintill_cons,5.674,180,6.447727272727273
52338,WWHT,2008,CRS7,BAU,rf,hist,contill_bau,7.168,180,8.145454545454546
52338,WWHT,2011,CRS7,BAU,rf,hist,contill_bau,6.289,180,7.146590909090909
52338,WWHT,1986,CRS6,BAU,rf,hist,mintill_cons,4.858,180,5.520454545454545
52338,WWHT,2015,CRS7,BAU,rf,hist,contill_bau,6.946,180,7.893181818181818
52338,WWHT,1990,CRS6,BAU,rf,hist,mintill_cons,5.733,180,6.514772727272727
52338,WWHT,2020,CRS4,BAU,rf,hist,mintill_cons,6.52,180,7.409090909090908
52338,WWHT,2019,CRS1,BAU,rf,hist,mintill_cons,6.433,180,7.310227272727272
52338,WWHT,1998,CRS6,BAU,rf,hist,mintill_cons,5.508,180,6.259090909090909
52338,WWHT,1988,CRS7,BAU,rf,hist,contill_bau,6.655,180,7.5625
52338,WWHT,1991,CRS7,BAU,rf,hist,contill_bau,6.32,180,7.1818181818181825
52338,WWHT,1995,CRS7,BAU,rf,hist,contill_bau,6.435,180,7.312499999999999
52338,WWHT,1999,CRS7,BAU,rf,hist,contill_bau,6.831,180,7.7625
52338,WWHT,2003,CRS7,BAU,rf,hist,contill_bau,7.063,180,8.026136363636363
52338,WWHT,2007,CRS7,BAU,rf,hist,contill_bau,7.852,180,8.922727272727274
52338,WWHT,1994,CRS6,BAU,rf,hist,contill_bau,7.495,180,8.517045454545455
52338,WWHT,2006,CRS6,BAU,rf,hist,contill_bau,7.207,180,8.189772727272727
52338,WWHT,1986,CRS6,BAU,rf,hist,contill_bau,5.962,180,6.7749999999999995
52338,WWHT,1990,CRS6,BAU,rf,hist,contill_bau,7.307,180,8.303409090909092
52338,WWHT,2006,CRS6,BAU,rf,hist,mintill_cons,5.705,180,6.482954545454546
52338,WWHT,1994,CRS6,BAU,rf,hist,mintill_cons,5.81,180,6.602272727272727
52338,WWHT,2011,CRS2,BAU,rf,hist,mintill_cons,5.343,180,6.071590909090909
52338,WWHT,1987,CRS4,BAU,rf,hist,mintill_cons,4.752,180,5.3999999999999995
52338,WWHT,1992,CRS7,BAU,rf,hist,mintill_cons,5.029,180,5.714772727272727
52338,WWHT,2002,CRS6,BAU,rf,hist,mintill_cons,6.205,180,7.051136363636363
52338,WWHT,2002,CRS6,BAU,rf,hist,contill_bau,7.486,180,8.506818181818181
52338,WWHT,2020,CRS7,BAU,rf,hist,mintill_cons,5.935,180,6.744318181818182
52338,WWHT,2018,CRS6,BAU,rf,hist,contill_bau,7.365,180,8.369318181818182
52338,WWHT,2010,CRS6,BAU,rf,hist,mintill_cons,5.314,180,6.038636363636364
52338,WWHT,2010,CRS6,BAU,rf,hist,contill_bau,7.141,180,8.114772727272728
52338,WWHT,2014,CRS6,BAU,rf,hist,mintill_cons,5.928,180,6.736363636363636
52338,WWHT,2014,CRS6,BAU,rf,hist,contill_bau,7.548,180,8.577272727272728
52338,WWHT,2018,CRS6,BAU,rf,hist,mintill_cons,5.959,180,6.771590909090909
52338,WWHT,2012,CRS7,BAU,rf,hist,contill_bau,7.456,180,8.472727272727273
52338,WWHT,1987,CRS7,BAU,rf,hist,contill_bau,5.099,180,5.794318181818182
52338,WWHT,2011,CRS2,BAU,rf,hist,contill_bau,6.171,180,7.0125
52338,WWHT,2016,CRS7,BAU,rf,hist,contill_bau,7.146,180,8.120454545454546
52338,WWHT,2019,CRS7,BAU,rf,hist,contill_bau,7.705,180,8.755681818181818
52338,WWHT,2012,CRS7,BAU,rf,hist,mintill_cons,5.295,180,6.017045454545454
52338,WWHT,1987,CRS4,BAU,rf,hist,contill_bau,5.297,180,6.019318181818181
52338,WWHT,1998,CRS6,BAU,rf,hist,contill_bau,7.009,180,7.964772727272727
52338,WWHT,2016,CRS7,BAU,rf,hist,mintill_cons,5.238,180,5.952272727272728
52338,WWHT,1990,MONO,N10,rf,hist,contill_r00,1.5,10,1.7045454545454546
52338,WWHT,1989,MONO,N10,rf,hist,contill_r00,1.451,10,1.6488636363636364
52338,WWHT,1992,MONO,N10,rf,hist,contill_r00,1.675,10,1.903409090909091
52338,WWHT,1991,MONO,N10,rf,hist,contill_r00,1.663,10,1.8897727272727274
52338,WWHT,1994,MONO,N10,rf,hist,contill_r00,1.427,10,1.621590909090909
52338,WWHT,1995,MONO,N10,rf,hist,contill_r00,1.406,10,1.5977272727272727
52338,WWHT,1996,MONO,N10,rf,hist,contill_r00,1.335,10,1.5170454545454546
52338,WWHT,1997,MONO,N10,rf,hist,contill_r00,1.703,10,1.9352272727272728
52338,WWHT,1998,MONO,N10,rf,hist,contill_r00,1.409,10,1.6011363636363636
52338,WWHT,1993,MONO,N10,rf,hist,contill_r00,1.631,10,1.853409090909091
52338,WWHT,1985,MONO,N10,rf,hist,contill_r00,2.033,10,2.3102272727272726
52338,WWHT,1986,MONO,N10,rf,hist,contill_r00,1.581,10,1.7965909090909091
52338,WWHT,1987,MONO,N10,rf,hist,contill_r00,1.631,10,1.853409090909091
52338,WWHT,1988,MONO,N10,rf,hist,contill_r00,1.615,10,1.8352272727272727
52338,WWHT,2009,MONO,N10,rf,hist,contill_r00,1.367,10,1.553409090909091
52338,WWHT,2010,MONO,N10,rf,hist,contill_r00,1.18,10,1.3409090909090908
52338,WWHT,2011,MONO,N10,rf,hist,contill_r00,1.267,10,1.4397727272727272
52338,WWHT,2012,MONO,N10,rf,hist,contill_r00,1.361,10,1.5465909090909091
52338,WWHT,2013,MONO,N10,rf,hist,contill_r00,1.19,10,1.3522727272727273
52338,WWHT,2014,MONO,N10,rf,hist,contill_r00,1.245,10,1.4147727272727273
52338,WWHT,2015,MONO,N10,rf,hist,contill_r00,1.226,10,1.393181818181818
52338,WWHT,2016,MONO,N10,rf,hist,contill_r00,1.428,10,1.6227272727272726
52338,WWHT,2017,MONO,N10,rf,hist,contill_r00,1.017,10,1.155681818181818
52338,WWHT,2018,MONO,N10,rf,hist,contill_r00,1.147,10,1.303409090909091
52338,WWHT,1999,MONO,N10,rf,hist,contill_r00,1.354,10,1.5386363636363638
52338,WWHT,2000,MONO,N10,rf,hist,contill_r00,1.423,10,1.6170454545454547
52338,WWHT,2001,MONO,N10,rf,hist,contill_r00,1.394,10,1.584090909090909
52338,WWHT,2002,MONO,N10,rf,hist,contill_r00,1.459,10,1.6579545454545455
52338,WWHT,2003,MONO,N10,rf,hist,contill_r00,1.221,10,1.3875000000000002
52338,WWHT,2004,MONO,N10,rf,hist,contill_r00,1.342,10,1.5250000000000001
52338,WWHT,2005,MONO,N10,rf,hist,contill_r00,1.461,10,1.6602272727272729
52338,WWHT,2006,MONO,N10,rf,hist,contill_r00,1.083,10,1.2306818181818182
52338,WWHT,2007,MONO,N10,rf,hist,contill_r00,1.513,10,1.7193181818181817
52338,WWHT,2008,MONO,N10,rf,hist,contill_r00,1.311,10,1.4897727272727272
52338,WWHT,2019,MONO,N10,rf,hist,contill_r00,1.347,10,1.5306818181818183
52338,WWHT,1990,MONO,N100,rf,hist,contill_r00,5.482,100,6.2295454545454545
52338,WWHT,1989,MONO,N100,rf,hist,contill_r00,5.292,100,6.013636363636364
52338,WWHT,1992,MONO,N100,rf,hist,contill_r00,5.56,100,6.3181818181818175
52338,WWHT,1991,MONO,N100,rf,hist,contill_r00,5.596,100,6.359090909090909
52338,WWHT,1994,MONO,N100,rf,hist,contill_r00,5.358,100,6.088636363636363
52338,WWHT,1995,MONO,N100,rf,hist,contill_r00,5.303,100,6.026136363636364
52338,WWHT,1996,MONO,N100,rf,hist,contill_r00,5.028,100,5.713636363636363
52338,WWHT,1997,MONO,N100,rf,hist,contill_r00,5.64,100,6.409090909090908
52338,WWHT,1998,MONO,N100,rf,hist,contill_r00,5.493,100,6.242045454545455
52338,WWHT,1993,MONO,N100,rf,hist,contill_r00,5.645,100,6.414772727272727
52338,WWHT,1985,MONO,N100,rf,hist,contill_r00,5.675,100,6.448863636363636
52338,WWHT,1986,MONO,N100,rf,hist,contill_r00,5.211,100,5.921590909090909
52338,WWHT,1987,MONO,N100,rf,hist,contill_r00,5.253,100,5.969318181818182
52338,WWHT,1988,MONO,N100,rf,hist,contill_r00,5.444,100,6.1863636363636365
52338,WWHT,2009,MONO,N100,rf,hist,contill_r00,5.475,100,6.221590909090908
52338,WWHT,2010,MONO,N100,rf,hist,contill_r00,5.355,100,6.085227272727273
52338,WWHT,2011,MONO,N100,rf,hist,contill_r00,5.354,100,6.084090909090909
52338,WWHT,2012,MONO,N100,rf,hist,contill_r00,5.493,100,6.242045454545455
52338,WWHT,2013,MONO,N100,rf,hist,contill_r00,5.308,100,6.031818181818181
52338,WWHT,2014,MONO,N100,rf,hist,contill_r00,5.323,100,6.048863636363637
52338,WWHT,2015,MONO,N100,rf,hist,contill_r00,3.815,100,4.3352272727272725
52338,WWHT,2016,MONO,N100,rf,hist,contill_r00,6.168,100,7.009090909090909
52338,WWHT,2017,MONO,N100,rf,hist,contill_r00,5.253,100,5.969318181818182
52338,WWHT,2018,MONO,N100,rf,hist,contill_r00,3.917,100,4.451136363636364
52338,WWHT,1999,MONO,N100,rf,hist,contill_r00,5.375,100,6.107954545454546
52338,WWHT,2000,MONO,N100,rf,hist,contill_r00,5.37,100,6.1022727272727275
52338,WWHT,2001,MONO,N100,rf,hist,contill_r00,5.411,100,6.148863636363636
52338,WWHT,2002,MONO,N100,rf,hist,contill_r00,5.571,100,6.330681818181818
52338,WWHT,2003,MONO,N100,rf,hist,contill_r00,5.301,100,6.023863636363637
52338,WWHT,2004,MONO,N100,rf,hist,contill_r00,5.429,100,6.169318181818182
52338,WWHT,2005,MONO,N100,rf,hist,contill_r00,5.464,100,6.20909090909091
52338,WWHT,2006,MONO,N100,rf,hist,contill_r00,4.877,100,5.5420454545454545
52338,WWHT,2007,MONO,N100,rf,hist,contill_r00,5.854,100,6.652272727272727
52338,WWHT,2008,MONO,N100,rf,hist,contill_r00,5.425,100,6.164772727272727
52338,WWHT,2019,MONO,N100,rf,hist,contill_r00,3.795,100,4.3125
52338,WWHT,1990,MONO,N100,rf,hist,contill_r30,5.189,100,5.896590909090909
52338,WWHT,1989,MONO,N100,rf,hist,contill_r30,4.908,100,5.577272727272728
52338,WWHT,1992,MONO,N100,rf,hist,contill_r30,5.089,100,5.782954545454546
52338,WWHT,1991,MONO,N100,rf,hist,contill_r30,5.172,100,5.877272727272727
52338,WWHT,1994,MONO,N100,rf,hist,contill_r30,4.976,100,5.654545454545454
52338,WWHT,1995,MONO,N100,rf,hist,contill_r30,2.958,100,3.3613636363636368
52338,WWHT,1996,MONO,N100,rf,hist,contill_r30,5.459,100,6.203409090909091
52338,WWHT,1997,MONO,N100,rf,hist,contill_r30,5.405,100,6.142045454545455
52338,WWHT,1998,MONO,N100,rf,hist,contill_r30,5.285,100,6.005681818181818
52338,WWHT,1993,MONO,N100,rf,hist,contill_r30,5.401,100,6.1375
52338,WWHT,1985,MONO,N100,rf,hist,contill_r30,5.339,100,6.067045454545455
52338,WWHT,1986,MONO,N100,rf,hist,contill_r30,4.818,100,5.475
52338,WWHT,1987,MONO,N100,rf,hist,contill_r30,4.758,100,5.406818181818182
52338,WWHT,1988,MONO,N100,rf,hist,contill_r30,5.206,100,5.915909090909091
52338,WWHT,2009,MONO,N100,rf,hist,contill_r30,5.254,100,5.970454545454545
52338,WWHT,2010,MONO,N100,rf,hist,contill_r30,5.376,100,6.109090909090909
52338,WWHT,2011,MONO,N100,rf,hist,contill_r30,4.984,100,5.663636363636364
52338,WWHT,2012,MONO,N100,rf,hist,contill_r30,4.09,100,4.6477272727272725
52338,WWHT,2013,MONO,N100,rf,hist,contill_r30,4.046,100,4.597727272727273
52338,WWHT,2014,MONO,N100,rf,hist,contill_r30,5.786,100,6.574999999999999
52338,WWHT,2015,MONO,N100,rf,hist,contill_r30,3.542,100,4.0249999999999995
52338,WWHT,2016,MONO,N100,rf,hist,contill_r30,6.128,100,6.963636363636364
52338,WWHT,2017,MONO,N100,rf,hist,contill_r30,4.724,100,5.368181818181818
52338,WWHT,2018,MONO,N100,rf,hist,contill_r30,3.736,100,4.245454545454546
52338,WWHT,1999,MONO,N100,rf,hist,contill_r30,5.053,100,5.742045454545455
52338,WWHT,2000,MONO,N100,rf,hist,contill_r30,3.797,100,4.314772727272727
52338,WWHT,2001,MONO,N100,rf,hist,contill_r30,3.342,100,3.797727272727273
52338,WWHT,2002,MONO,N100,rf,hist,contill_r30,6.134,100,6.970454545454546
52338,WWHT,2003,MONO,N100,rf,hist,contill_r30,5.166,100,5.870454545454546
52338,WWHT,2004,MONO,N100,rf,hist,contill_r30,3.937,100,4.473863636363636
52338,WWHT,2005,MONO,N100,rf,hist,contill_r30,4.01,100,4.556818181818182
52338,WWHT,2006,MONO,N100,rf,hist,contill_r30,5.583,100,6.344318181818182
52338,WWHT,2007,MONO,N100,rf,hist,contill_r30,5.747,100,6.530681818181818
52338,WWHT,2008,MONO,N100,rf,hist,contill_r30,3.844,100,4.368181818181818
52338,WWHT,2019,MONO,N100,rf,hist,contill_r30,3.425,100,3.892045454545454
52338,WWHT,1990,MONO,N100,rf,hist,contill_r60,5.348,100,6.077272727272727
52338,WWHT,1989,MONO,N100,rf,hist,contill_r60,3.427,100,3.894318181818182
52338,WWHT,1992,MONO,N100,rf,hist,contill_r60,4.526,100,5.143181818181818
52338,WWHT,1991,MONO,N100,rf,hist,contill_r60,3.367,100,3.8261363636363637
52338,WWHT,1994,MONO,N100,rf,hist,contill_r60,4.8,100,5.454545454545454
52338,WWHT,1995,MONO,N100,rf,hist,contill_r60,2.681,100,3.0465909090909093
52338,WWHT,1996,MONO,N100,rf,hist,contill_r60,5.332,100,6.059090909090909
52338,WWHT,1997,MONO,N100,rf,hist,contill_r60,4.979,100,5.657954545454546
52338,WWHT,1998,MONO,N100,rf,hist,contill_r60,3.64,100,4.136363636363637
52338,WWHT,1993,MONO,N100,rf,hist,contill_r60,5.8,100,6.590909090909091
52338,WWHT,1985,MONO,N100,rf,hist,contill_r60,5.469,100,6.214772727272727
52338,WWHT,1986,MONO,N100,rf,hist,contill_r60,3.718,100,4.225
52338,WWHT,1987,MONO,N100,rf,hist,contill_r60,4.673,100,5.310227272727273
52338,WWHT,1988,MONO,N100,rf,hist,contill_r60,4.983,100,5.6625
52338,WWHT,2009,MONO,N100,rf,hist,contill_r60,3.447,100,3.9170454545454545
52338,WWHT,2010,MONO,N100,rf,hist,contill_r60,5.483,100,6.230681818181818
52338,WWHT,2011,MONO,N100,rf,hist,contill_r60,4.596,100,5.222727272727273
52338,WWHT,2012,MONO,N100,rf,hist,contill_r60,3.692,100,4.195454545454545
52338,WWHT,2013,MONO,N100,rf,hist,contill_r60,3.983,100,4.526136363636364
52338,WWHT,2014,MONO,N100,rf,hist,contill_r60,5.574,100,6.334090909090909
52338,WWHT,2015,MONO,N100,rf,hist,contill_r60,2.983,100,3.389772727272727
52338,WWHT,2016,MONO,N100,rf,hist,contill_r60,6.21,100,7.056818181818182
52338,WWHT,2017,MONO,N100,rf,hist,contill_r60,3.161,100,3.5920454545454548
52338,WWHT,2018,MONO,N100,rf,hist,contill_r60,4.143,100,4.7079545454545455
52338,WWHT,1999,MONO,N100,rf,hist,contill_r60,5.391,100,6.1261363636363635
52338,WWHT,2000,MONO,N100,rf,hist,contill_r60,3.428,100,3.8954545454545455
52338,WWHT,2001,MONO,N100,rf,hist,contill_r60,3.316,100,3.768181818181818
52338,WWHT,2002,MONO,N100,rf,hist,contill_r60,6.121,100,6.9556818181818185
52338,WWHT,2003,MONO,N100,rf,hist,contill_r60,3.429,100,3.896590909090909
52338,WWHT,2004,MONO,N100,rf,hist,contill_r60,3.785,100,4.301136363636364
52338,WWHT,2005,MONO,N100,rf,hist,contill_r60,4.097,100,4.655681818181819
52338,WWHT,2006,MONO,N100,rf,hist,contill_r60,5.57,100,6.329545454545455
52338,WWHT,2007,MONO,N100,rf,hist,contill_r60,4.073,100,4.628409090909091
52338,WWHT,2008,MONO,N100,rf,hist,contill_r60,5.482,100,6.2295454545454545
52338,WWHT,2019,MONO,N100,rf,hist,contill_r60,3.226,100,3.665909090909091
52338,WWHT,1990,MONO,N100,rf,hist,contill_r90,3.65,100,4.1477272727272725
52338,WWHT,1989,MONO,N100,rf,hist,contill_r90,3.106,100,3.5295454545454543
52338,WWHT,1992,MONO,N100,rf,hist,contill_r90,3.724,100,4.231818181818182
52338,WWHT,1991,MONO,N100,rf,hist,contill_r90,5.596,100,6.359090909090909
52338,WWHT,1994,MONO,N100,rf,hist,contill_r90,3.055,100,3.471590909090909
